TOKEN|MORPH ANALYSIS|UPOS
sithi|si-th-i|V
Community-Based|community-based|FOR
Planning|planning|FOR
and|and|FOR
the|the|FOR
IDP|IDP|ABBR
Guide|guide|FOR
2|2|NUM
(|(|PUNC
yabe-AICDD|ya-a-be-AICDD|POSS
and|and|FOR
Development|development|FOR
Works|works|FOR
)|)|PUNC
,|,|PUNC
i-PowerPoint|i-powerpoint|N
(|(|PUNC
ngokuzikhethela|nga-u-ku-zi-kheth-el-a|ADV
)|)|PUNC
.|.|PUNC

Iqhaza|i-qhaza|N
lezinhlelo|la-i-zin-hlelo|POSS
zokuqashwa|za-ku-qash-w-a|POSS
komphakathi|ko-u-mu-phakathi|POSS
,|,|PUNC
okufana|oku-fan-a|REL
nokwandiswa|na-ku-and-is-w-a|ADV
kohlelo|kwa-u-hlelo|POSS
lwemisebenzi|lwa-i-mi-sebenzi|POSS
yomphakathi|ya-u-mu-phakathi|POSS
,|,|PUNC
kumele|ku-mel-e|V
libhekwe|li-bhek-w-e|V
kabanzi|ka-banzi|ADV
.|.|PUNC
Ngisho|ngi-sh-o|V
noma|noma|CONJ
ngabe|ngabe|CONJ
iNingizimu|i-Ningizimu|N
Afrika|Afrika|N
ithola|i-thol-a|V
ukukhula|u-ku-khul-a|V
kwe-GDP|kwa-i-GDP|POSS
okungaphezu|oku-nga-phezu|REL
kwamaphesenti|kwa-a-ma-phesenti|POSS
ama-5|a-ma-5|N
ngonyaka|nga-u-nyaka|ADV
,|,|PUNC
namathuba|na-a-ma-thuba|ADV
emisebenzi|e-mi-sebenzi|REL
ekhula|e-khul-a|REL
ngokushesha|nga-u-ku-shesh-a|ADV
eshumini|e-i-li-shumi-ini|N
leminyaka|la-i-mi-nyaka|POSS
elizayo|eli-z-a-yo|REL
,|,|PUNC
siyobe|si-yo-be|V
silokhu|si-lokhu|V
sikhona|si-khona|ADV
isidingo|i-si-dingo|N
salezo|sa-lezo|POSS
zinhlelo|zin-hlelo|N
.|.|PUNC

Nisebenza|ni-sebenz-a|V
ngababili|nga-ba-bili|ADV
,|,|PUNC
yenza|i-enz-a|V
iphosta|i-phosta|N
efingqa|e-fingq-a|V
imibhalo|i-mi-bhalo|N
yenqubomgomo|ya-i-n-qubomgomo|POSS
ehlukile|e-hluk-ile|REL
kanye|kanye|CONJ
nokhishwa|na-khishw-a|ADV
komthetho|kwa-u-mu-thetho|POSS
wokwakha|wa-u-ku-akh-a|POSS
uhlaka|u-lu-hlaka|N
lokuthuthukisa|lwa-u-ku-thuthuk-is-a|POSS
uhulumeni|u-hulumeni|N
wendawo|we-n-dawo|POSS
.|.|PUNC
Ababambiqhaza|a-ba-bambiqhaza|N
baxoxa|ba-axoxa|POSS
ngamafuphi|nga-a-ma-fuphi|N
lemininingwane|le-i-mi-niningwane|CDEM
kumawadi|ku-ma-wadi|N
abo|a-bo|POSS
futhi|futhi|CONJ
bachaze|ba-chaz-a|V
ukuthi|ukuthi|CONJ
izinqubomgomo|i-zin-qubomgomo|N
kanye|kanye|CONJ
nomthetho|na-u-mu-thetho|ADV
okhishiwe|o-khishiw-e|REL
uzisa|u-zis-a|V
kanjani|ka-njani|ADV
inhlalo|i-n-hlalo|N
yabantu|ya-a-ba-ntu|POSS
.|.|PUNC

Umsuka|u-m-suka|N
wanoma|wa-noma|POSS
iluphi|yi-lu-phi|COP
uhlobo|u-hlobo|N
lwengxabano|lwa-i-ngxabano|POSS
ukuveza|u-ku-vez-a|V
ukuthi|ukuthi|CONJ
yini|yi-ni|COP
ingxabano|i-ngxabano|N
.|.|PUNC
Ingxabano|i-ngxabano|N
ayihlale|a-yi-hlal-e|V
njalo|njalo|ADV
ingalungile|i-nga-lung-il-e|V
.|.|PUNC
Empeleni|e-m-pela-ini|N
ingxabano|i-ngxabano|N
ingasiza|i-nga-siz-a|V
ukuletha|u-ku-leth-a|V
inguquko|i-n-guquko|N
noma|noma|CONJ
ushintsho|u-shintsho|N
.|.|PUNC
Igama|i-gama|N
elithi|eli-th-i|REL
ingxabano|i-ngxabano|N
livela|li-vel-a|V
olimini|o-limi-ini|N
lwesiLathini|lwa-i-si-lathini|POSS
'|'|PUNC
conflictus|conflictus|FOR
'|'|PUNC
okuchaza|oku-chaz-a|REL
'|'|PUNC
ukukhuhlanisa|u-ku-khuhlanis-a|V
'|'|PUNC
.|.|PUNC
Isibonelo|i-si-bonelo|N
,|,|PUNC
uma|uma|CONJ
ukhuhlanisa|u-khuhlan-is-a|V
umentshini|u-mentshisi|N
uyakwazi|u-ya-ku-az-i|V
ukuveza|u-ku-vez-a|V
umlilo|u-m-lilo|N
okufanele|oku-fanel-e|REL
upheke|u-phek-e|V
ngawo|nga-wo|ADV
noma|noma|CONJ
ukufudumeze|u-ku-fudumez-e|V
.|.|PUNC
Indlela|i-n-dlela|N
esibhekana|esi-bhek-an-a|REL
ngayo|nga-yo|ADV
nengxabano|na-i-ngxabano|ADV
yiyo|yi-yo|COP
ezochaza|e-zo-chaz-a|REL
ukuthi|ukuthi|CONJ
ingxabano|i-ngxabano|N
iyaqhubeka|i-ya-qhubek-a|V
,|,|PUNC
iba|i-ba|V
yimbi|yi-mbi|COP
kakhulu|ka-khulu|ADV
kunakuqala|ku-na-ku-qal-a|V
,|,|PUNC
izokwehla|i-zo-ku-ehl-a|V
,|,|PUNC
okusho|oku-sh-o|REL
ukuthi|ukuthi|CONJ
inciphisa|i-nciphis-a|V
ingxabano|i-ngxabano|N
.|.|PUNC
Izingxabano|i-zi-ngxabano|N
eziningi|ezi-ningi|ADJ
ngeke|nge-ke|COP
zixazululeke|zi-xazulul-ek-e|V
,|,|PUNC
kodwa|kodwa|CONJ
ukuhlangabezana|u-ku-hlangabez-an-a|V
nezidingo|na-i-zi-dingo|ADV
zabantu|za-a-ba-ntu|POSS
abaxabene|aba-xaban-il-e|REL
kungasiza|ku-nga-siz-a|V
ekulungiseni|e-ku-lungis-ini|N
isimo|i-si-mo|N
.|.|PUNC

IKomidi|i-komidi|N
Lesigceme|le-sigceme|CDEM
lingabumba|li-nga-bumba|N
ikomijana|i-komij-ana|N
elilodwa|eli-lo-dwa|REL
noma|noma|CONJ
ngaphezulu|nga-phezulu|ADV
futhi|futhi|CONJ
libandakanye|li-bandakany-e|V
umphakathi|u-mu-phakathi|N
kula|ku-la|CDEM
makomijana|makomijana|N
.|.|PUNC
Bonke|bo-nke|PRO
okubanjiswene|o-ku-ku-banjiswene|N
nabo|na-bo|ADV
ekomidini|e-komidi-ini|N
bayakhuthazwa|ba-ya-khuthaz-w-a|V
ukuthi|ukuthi|CONJ
babambe|ba-bamb-e|V
iqhaza|i-li-qhaza|N
kumakomijana|ku-ma-komij-ana|N
asondelene|a-sondelene|REL
nemikhakha|na-i-mi-khakha|ADV
abayithandayo|aba-yi-thanda-yo|REL
.|.|PUNC

Uma|uma|CONJ
ufuna|u-fun-a|V
ukuxazulula|u-ku-xazulul-a|V
inkinga|i-n-khinga|N
edale|e-dal-e|REL
ulaka|u-laka|N
lwakho|lwa-kho|POSS
,|,|PUNC
bhekana|bhek-an-a|V
nolaka|na-ulaka|ADV
lwakho|lwa-kho|POSS
noma|noma|CONJ
inkinga|i-n-khinga|N
ecaleni|e-i-li-cala-ini|N
.|.|PUNC
Gwema|gwema|N
ukwenza|u-ku-enz-a|V
izinqumo|i-zin-qumo|N
ezibalulekile|ezi-balulek-il-e|REL
ngesikhathi|nga-i-si-khathi|ADV
usabuswa|u-sa-bus-w-a|V
ulaka|u-laka|N
.|.|PUNC

Umphakathi|u-mu-phakathi|N
ohlala|o-hlal-a|REL
emijondolo|i-mi-jondolo|N
eduze|e-duze|N
nedolobha|ne-dolobh-a|ADV
ususiwe|u-susiw-e|V
wayiswa|wa-y-is-w-a|V
endaweni|e-n-dawo-ini|N
okwakhiwe|o-ku-akh-iw-e|V
kuyo|ku-yo|PRO
izindlu|i-zi-ndlu|N
enga-20km|e-nga-20-km|REL
ukusuka|u-ku-suk-a|V
edolobheni|e-i-li-dolobha-ini|N
.|.|PUNC
Esinye|esi-nye|ADJ
isizathu|i-si-zathu|N
esizwakala|esi-zwakal-a|REL
emijondolo|i-mi-jondolo|N
sokususwa|sa-u-ku-sus-w-a|POSS
ukuthi|ukuthi|CONJ
abanye|aba-nye|ADJ
babahlali|ba-ba-hlali|POSS
basemijondolo|ba-s-e-mi-jondolo|POSS
banikezwe|ba-nikez-w-e|V
amakhaya|a-ma-khaya|N
abebewaqashisa|abe-be-wa-qashis-a|REL
.|.|PUNC
Abahlali|a-ba-hlali|N
abaningi|aba-ningi|ADJ
bacasukile|ba-casuk-ile|V
njengoba|njengoba|CONJ
bebelokhu|be-be-lokhu|V
besohlwini|ba-i-sohlwini|POSS
lwabalinde|lwa-ba-lind-e|POSS
izindlu|i-zi-ndlu|N
isikhathi|i-si-khathi|N
eside|esi-de|ADJ
futhi|futhi|CONJ
bathi|ba-th-i|V
akukuhle|aku-ku-hle|N
labo|labo|CDEM
bahlali|ba-hlali|N
ababelwe|aba-abel-w-e|REL
izindlu|i-zi-ndlu|N
ukuba|ukuba|CONJ
baziqashise|ba-zi-qash-is-e|POSS
ngoba|ngoba|CONJ
lokhu|lokhu|CDEM
kuvimbela|ku-vimb-el-a|N
abanye|aba-nye|ADJ
abahlali|a-ba-hlali|N
ukuthola|u-ku-thol-a|V
izindlu|i-zi-ndlu|N
.|.|PUNC
Ngaso|nga-so|ADV
leso|leso|CDEM
sikhathi|si-khathi|N
bathi|ba-th-i|V
abafuni|aba-fun-i|REL
ukusuka|u-ku-suk-a|V
ngoba|ngoba|CONJ
kukude|ku-kude|ADV
nasedolobheni|na-s-e-dolobh-ini|ADV
futhi|futhi|CONJ
abaningi|aba-ningi|ADJ
babo|ba-bo|POSS
basebenza|ba-sebenz-a|V
edolobheni|e-i-li-dolobha-ini|N
abanayo|aba-n-a-yo|REL
imali|i-n-mali|N
yezithuthi|ye-i-zi-thuthi|POSS
.|.|PUNC
Abahlali|aba-hlal-i|REL
bathi|ba-th-i|V
ngeke|nge-ke|COP
basuke|ba-suk-e|V
.|.|PUNC
Enkulumweni|e-n-kulumo-ini|N
namaphepha|na-a-ma-phepha|ADV
usihlalo|u-sihlalo|N
wekomidi|wa-i-komidi|POSS
labahlali|la-ba-hlali|POSS
uthe|u-th-e|V
ukube|u-ku-be|V
bebethintiwe|ba-be-thint-iw-e|POSS
ngaphambi|nga-phambi|ADV
kokuthi|kwa-u-ku-th-i|POSS
lezi|lezi|CDEM
zinhlelo|zin-hlelo|N
zenziwe|zi-enz-iw-e|V
bebezokwazi|ba-be-zo-kw-az-i|POSS
ukuchaza|u-ku-chaz-a|V
ukuthi|ukuthi|CONJ
kungani|ku-ngani|N
bengasukanga|be-nga-suka-a-nga|V
nokuthi|na-ku-th-i|ADV
isizathu|i-si-zathu|N
sabanye|sa-ba-nye|POSS
babahlali|ba-ba-hlali|POSS
,|,|PUNC
ababelwe|aba-abel-w-e|REL
izindlu|i-zi-ndlu|N
,|,|PUNC
ukuthi|ukuthi|CONJ
baqashise|ba-qash-is-e|V
ngezindlu|nga-i-zi-ndlu|ADV
zabo|za-bo|POSS
ukuthi|ukuthi|CONJ
kuyabiza|ku-ya-biza|N
kubo|ku-bo|PRO
ukuya|u-ku-y-a|V
emsebenzini|e-mu-sebenzi-ini|N
zonke|zo-nke|PRO
izinsuku|i-zin-suku|N
.|.|PUNC

IKhomishani|i-khomishani|N
igunyaza|i-gunyaz-a|V
uhlelo|u-hlelo|N
lwamaphuzu|lwa-a-ma-phuzu|POSS
ayisikhombisa|a-y-i-si-khomb-is-a|REL
oluvezwe|olu-vez-w-e|REL
yinqubo|y-i-n-qubo|COP
yezokusebenza|ya-i-za-u-ku-sebenz-a|POSS
komthetho|kwa-u-m-thetho|POSS
,|,|PUNC
okuxoxwa|oku-xox-w-a|REL
ngayo|nga-yo|ADV
kabanzi|ka-banzi|REL
esahlukweni|e-si-ahluko-ini|N
se-12|sa-i-12|POSS
.|.|PUNC

Lolu|lolu|CDEM
hlelo|hlelo|N
lusekela|lu-sekel-a|V
inhloso|i-n-hloso|N
kahulumeni|ka-u-hulumeni|POSS
yokugudlula|ya-uku-gudlul-a|POSS
kancane|ka-ncane|ADV
izisetshenziswa|i-zi-setshenziswa|N
zikahulumeni|zi-ka-u-hulumeni|POSS
zibe|zi-b-e|V
ukutshalwa|u-ku-tshal-w-a|V
kwezimali|kwa-i-zi-mali|POSS
okuzoguqula|oku-zo-guqul-a|REL
isimo|i-si-mo|N
somnotho|s-umnotho|POSS
,|,|PUNC
kwandise|kw-and-is-e|COP
amathuba|a-ma-thuba|N
kukhuluse|ku-khuluse|N
nokukwazi|na-ku-ku-azi|ADV
ukusebenza|u-ku-sebenz-a|V
.|.|PUNC
Ngenxa|ngenxa|CONJ
yalokho|ya-alokho|POSS
,|,|PUNC
ezinye|ezin-nye|ADJ
izingxenye|i-zi-ngxenye|N
zesabelomali|z-i-sabelomali|POSS
sikazwelonke|sika-u-zwelonke|POSS
kuyodingeka|ku-yo-ding-ek-a|V
zikhule|zi-khul-e|V
kancanyana|ka-ncane-ana|ADV
.|.|PUNC

Ukugqugquzela|u-ku-gqugquzel-a|V
ukubamba|u-ku-bamb-a|V
iqhaza|i-li-qhaza|N
kuzombandakanya|ku-zo-m-bandakany-a|V
abahlanganyeli|a-ba-hlanganyeli|N
abahlukile|aba-hluk-il-e|REL
ezikhathini|ezi-khathi-ini|REL
ezehlukile|ezi-ehluk-ile|REL
abafana|aba-fan-a|REL
namavolontiya|na-a-ma-volontiya|ADV
,|,|PUNC
izinhlangano|i-zin-hlangano|N
zomphakathi|za-u-m-phakathi|POSS
,|,|PUNC
izinhlangano|i-zin-hlangano|N
zokuhlanganyela|za-u-ku-hlanganyel-a|POSS
,|,|PUNC
amalungu|a-ma-lungu|N
omphakathi|o-m-phakathi|REL
,|,|PUNC
abasebenzi|a-ba-sebenzi|N
bakahulumeni|ba-ka-u-hulumeni|POSS
kanye|kanye|CONJ
nabantu|na-a-ba-ntu|ADV
bezepolotiki|ba-i-za-i-polotiki|POSS
.|.|PUNC

Ulaka|U-laka|N
imizwa|i-mi-zwa|N
yomuntu|ya-u-mu-ntu|POSS
yemvelo|ye-m-velo|POSS
evela|e-vel-a|REL
uma|uma|CONJ
abantu|a-ba-ntu|N
bezizwa|ba-zi-zw-a|V
besatshiswa|ba-satshis-w-a|POSS
noma|noma|CONJ
behlaselwa|ba-hlaselwa|POSS
.|.|PUNC
Amalungu|a-ma-lungu|N
amaKomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
angazithola|a-nga-zi-thol-a|V
esesimweni|e-s-e-si-mo-ini|N
sokubhekena|sa-ku-bhek-en-a|POSS
neqembu|na-i-li-qembu|ADV
labantu|la-a-ba-ntu|POSS
noma|noma|CONJ
umuntu|u-mu-ntu|N
ocasukile|o-casuk-il-e|REL
,|,|PUNC
ikakhulukazi|i-ka-khulukazi|N
njengoba|njengoba|CONJ
amaKomidi|a-ma-komidi|N
Ezugceme|ezi-gceme|REL
esebenza|e-sebenz-a|REL
njengemigudu|njenga-i-mi-gudu|ADV
yokuxhumana|yo-ku-xhuman-a|POSS
phakathi|phakathi|ADV
kukamasipala|ku-ka-masipala|N
,|,|PUNC
ikhansela|i-li-khansela|N
lewadi|le-wadi|CDEM
nomphakathi|na-u-mu-phakathi|ADV
.|.|PUNC
Abahlali|a-ba-hlali|N
bangaba|ba-nga-ba|V
nolaka|na-ulaka|ADV
futhi|futhi|CONJ
bacasuke|ba-casuk-e|POSS
mayelana|mayela-ana|N
nezindaba|na-i-zin-daba|ADV
njengokungahlinzekwa|njenga-u-ku-nga-hlinz-ek-w-a|ADV
ngezinsizakalo|nga-i-zin-sizakalo|ADV
noma|noma|CONJ
ngezinsizakalo|nga-i-zin-sizakalo|ADV
ezingekho|ezi-nge-khona|REL
sezingeni|sa-i-zin-kinga|POSS
elihle|eli-hle|ADJ
noma|noma|CONJ
ukulinda|u-ku-linda|N
emigqeni|e-mi-gqa-ini|N
ukufaka|u-ku-fak-a|V
amaklemu|a-ma-klemu|N
noma|noma|CONJ
ukuthola|u-ku-thol-a|V
amadokhumende|a-ma-dokhumende|N
.|.|PUNC
Ukuxhumana|u-ku-xhum-an-a|V
okuphumelelayo|oku-phumelel-a-yo|REL
kufaka|ku-fak-a|V
phakathi|phakathi|ADV
ukwazi|u-ku-az-i|V
ukubhekana|u-ku-bhek-an-a|V
nolaka|na-ulaka|ADV
nokwesatshiswa|no-kwe-satshis-w-a|ADV
.|.|PUNC

Njengoba|njengoba|CONJ
lokhu|lokhu|CDEM
kuyisiphetho|ku-yi-si-phetho|N
sale|sa-le|POSS
mojuli|mojuli|N
,|,|PUNC
funda|fund-a|V
amaphuzu|a-ma-phuzu|N
asemqoka|a-se-m-qoka|REL
kulesi|ku-lesi|CDEM
sahluko|si-ahluko|N
bese|be-se|V
ufingqa|u-fingq-a|V
ngokuthi|nga-ukuthi|ADV
ubheke|u-bhek-e|V
imininingwane|i-mi-niningwane|N
evela|e-vel-a|REL
kuzo|ku-zo|PRO
zonke|zo-nke|PRO
izahluko|i-zi-ahluko|N
ukuze|ukuze|CONJ
ababambe|aba-bamb-e|REL
iqhaza|i-li-qhaza|N
baqonde|ba-qond-e|V
ngokugcwele|nga-u-ku-gcwele|ADV
inqubo|i-n-qubo|N
ephelele|e-phel-el-e|REL
.|.|PUNC
Bheka|bhek-a|V
amanothi|a-ma-nothi|N
esifundo|esi-fundo|REL
ukuze|ukuze|CONJ
akusize|a-ku-siz-e|REL
.|.|PUNC

Ukweluleka|uku-elulek-a|V
-|-|PUNC
ukweluleka|uku-elulek-a|V
nokusiza|na-u-ku-siz-a|ADV
ikhansela|i-li-khansela|N
ukuze|ukuze|CONJ
lazi|la-azi|CDEM
ngezindaba|nga-i-zin-daba|ADV
zomphakathi|zo-u-mu-phakathi|POSS
ebese|e-bes-e|REL
likwazi|li-ku-az-i|V
ukuzidlulisela|u-ku-zi-dlulisela|N
kumkhandlu|ku-u-m-khandlu|N
.|.|PUNC

Ukuqasha|u-ku-qash-a|V
ngokulingana|nga-u-ku-lingana|ADV
nezinye|na-ezin-nye|ADV
izindlela|i-zin-dlela|N
ezilungisiwe|ezi-lung-is-iw-e|REL
kumele|ku-mel-e|V
zenziwe|zi-enz-iw-e|V
ziphumelele|zi-phum-elel-e|V
ngokugxila|nga-u-ku-gxil-a|ADV
endaweni|e-n-dawo-ini|N
lapho|lapho|CDEM
kuthuthukiswa|ku-thuthuk-is-w-a|V
khona|khona|PRO
ukukwazi|u-ku-ku-az-i|V
ukusebenza|u-ku-sebenz-a|V
.|.|PUNC

Ukulingana|u-ku-lingana|N
kumayelana|ku-mayela-ana|N
nemiphumela|na-i-mi-phumela|ADV
elinganayo|e-lingana-yo|REL
.|.|PUNC
Kuqondise|ku-qond-is-e|V
ikakhulukazi|i-ka-khulukazi|N
ebulungisweni|e-bu-lungiswa-ini|N
naseqinisweni|na-seqinisw-ini|COP
,|,|PUNC
futhi|futhi|CONJ
kungadinga|ku-ngadinga|N
ukuthi|ukuthi|CONJ
kubhekanwe|ku-bhekan-w-e|V
nakho|na-kho|ADV
ngendlela|nga-n-dlela|ADV
ehlukile|e-hluk-ile|REL
,|,|PUNC
noma|noma|CONJ
izinyathelo|i-zi-nyathelo|N
ezikhethekile|ezi-kheth-ek-il-e|REL
,|,|PUNC
zabanye|za-ba-nye|POSS
abantu|a-ba-ntu|N
noma|noma|CONJ
amaqembu|a-ma-qembu|N
.|.|PUNC
Ukulingana|u-ku-lingana|N
kuvuma|ku-vum-a|V
izimo|i-zi-mo|N
ezithile|ezi-thile|REL
noma|noma|CONJ
izinkomba|i-zin-khomba|N
zomuntu|zo-mu-ntu|POSS
ngamunye|nga-mu-nye|ADV
,|,|PUNC
iqembu|i-qembu|N
,|,|PUNC
ubulili|u-bu-lili|N
ngokwesimo|nga-u-kwe-simo|ADV
somzimba|sa-u-mu-zimba|POSS
,|,|PUNC
ubulili|u-bu-lili|N
,|,|PUNC
izinga|i-zinga|N
,|,|PUNC
inkolo|i-n-kolo|N
noma|noma|CONJ
iminyaka|i-mi-nyaka|N
.|.|PUNC
Kudinga|ku-ding-a|V
ukuthi|ukuthi|CONJ
kuqedwe|ku-qed-w-e|V
izithiyo|i-zi-thiyo|N
zamthuba|za-ma-thub-a|POSS
ezomnotho|e-za-u-mnotho|REL
kanye|ka-nye|ADV
nezombusazwe|ne-zo-m-busazwe|ADV
kanye|ka-nye|ADV
nokufinyelela|no-ku-finyelel-a|ADV
kwezemfundo|kwe-ze-m-fundo|POSS
kanye|ka-nye|ADV
nezidingonqangi|ne-zi-dingonqangi|ADV
,|,|PUNC
njengabesilisa|njenga-be-si-lisa|ADV
kanye|ka-nye|ADV
nabesifazane|na-a-be-si-fazane|ADV
bayo|ba-yo|POSS
yonke|yo-nke|PRO
iminyaka|i-mi-nyaka|N
.|.|PUNC
Ukulingana|u-ku-lingana|N
ngobobulili|nga-u-bo-bu-lili|ADV
kusho|ku-sh-o|V
ukuphathwa|u-ku-phath-w-a|V
ngendlela|nga-n-dlela|ADV
ngendlela|nga-n-dlela|ADV
kwabesifazane|kwa-a-be-si-fazane|POSS
nabesilisa|na-be-si-lisa|ADV
,|,|PUNC
ngokwezidingo|nga-u-kwe-zi-dingo|ADV
zabo|za-bo|POSS
ngokwehluka|ngo-kwe-hluk-a|V
kwabo|kwa-bo|POSS
.|.|PUNC
Lokhu|lokhu|CDEM
kungabandakanya|ku-nga-bandakany-a|V
ukulinganiswa|u-ku-lingan-is-w-a|V
kokuphathwa|ku-oku-phath-w-a|POSS
okuhlikile|oku-hlik-ile|REL
kodwa|kodwa|CONJ
okuthathwa|oku-thath-w-a|REL
njengokulinganayo|njenga-u-ku-lingana-yo|ADV
ngokwamalungelo|ngo-kwa-a-ma-lungelo|POSS
,|,|PUNC
imihlomulo|i-mi-hlomulo|N
,|,|PUNC
izibophezelo|i-zi-bophezelo|N
kanye|ka-nye|ADV
namathuba|na-a-ma-thuba|ADV
.|.|PUNC

Acabangela|a-cabang-el-a|V
phambili|phambili|ADV
aphinde|a-phind-e|V
ahlonze|a-hlonz-e|V
imisebenzi|i-mi-sebenzi|N
azothanda|a-zo-thand-a|V
ukuba|ukuba|CONJ
ithunyelwe|i-thum-el-w-e|V
emiphakathini|e-i-mi-phakathi-ini|N
yawo|ya-wo|POSS
eminyakeni|e-i-mi-nyaka-ini|N
embalwa|e-mbalwa|REL
.|.|PUNC

Ama-IDP|a-ma-IDP|N
kamasipala|ka-u-masipala|POSS
ahlonza|a-hlonz-a|V
amaphrojekthi|a-ma-phrojekthi|N
aneminqamulajuqu|a-ne-mi-n-qamulajuqu|REL
ecacile|e-cac-il-e|REL
kanye|ka-nye|ADV
nezinkomba|na-i-zin-khomba|ADV
zenqubekelaphambili|za-i-n-qubekelaphambili|POSS
.|.|PUNC
Umsebenzi|u-mu-sebenzi|N
obalulekile|o-balulek-il-e|REL
wamakhansela|wa-a-ma-khansela|POSS
ukuqapha|u-ku-qaph-a|V
ukusebenza|u-ku-sebenz-a|V
kukamasipala|ku-ka-masipala|N
ngokuhambisana|nga-u-ku-hamb-is-an-a|ADV
nalezi|na-lezi|ADV
zivumelwano|zi-vumelwano|N
ezibalulekile|ezi-balulek-il-e|REL
.|.|PUNC
Amalungu|a-ma-lungu|N
Ekomidi|e-komidi|N
Lesigceme|le-sigceme|CDEM
kumele|ku-mel-e|V
aqinisekise|a-qinisek-is-e|V
ukuthi|ukuthi|CONJ
azijwayele|a-zi-jwayele|N
izinkomba|i-zin-khomba|N
zokusebenza|za-u-ku-sebenz-a|POSS
okusemqoka|oku-s-e-m-qoka|REL
kanye|ka-nye|ADV
nokuphokophokoplelwe|na-ku-phokophokoplelwe|ADV
kukho|ku-kho|PRO
ngokusebenza|nga-u-ku-sebenz-a|ADV
okubekwe|oku-bek-w-e|REL
ku-IDP|ku-IDP|N
kamasipala|ka-u-masipala|POSS
wawo|wa-wo|POSS
ukuze|ukuze|CONJ
akwazi|a-ku-az-i|V
ukuhlola|u-ku-hlol-a|V
inqubekelaphambili|i-n-qubekelaphambili|N
.|.|PUNC

Uma|uma|CONJ
isigceme|i-si-gceme|N
siyindawo|si-y-i-n-dawo|N
enkulu|en-khulu|ADJ
hlela|hlel-a|V
imihlangano|i-mi-hlangano|N
sibe|si-b-e|V
sezindaweni|se-ezi-n-daw-eni|POSS
ezingaphezu|ezi-nga-phezu|REL
kweyodwa|kwe-yodwa|POSS
ukuze|ukuze|CONJ
bonke|bo-nke|PRO
bazi|ba-az-i|V
ukuthi|ukuthi|CONJ
kwenzekani|ku-enz-ek-a-ni|V
.|.|PUNC

AMALUNGU|a-ma-lungu|N
EKOMIDI|e-komidi|N
LESIGCEME|le-sigceme|CDEM
ASEBENZA|a-sebenz-a|V
NGOKUBAMBISANA|nga-u-ku-bamb-is-an-a|ADV
nekhansela|na-i-li-khansela|ADV
kanye|ka-nye|ADV
nomphakathi|na-u-mu-phakathi|ADV
.|.|PUNC
IKomidi|i-komidi|N
Lesigceme|le-sigceme|CDEM
lingakhetha|li-nga-kheth-a|V
ukwabela|uku-abel-a|V
izikhundla|i-zi-khundla|N
amalungu|a-ma-lungu|N
eKomidi|e-komidi|N
Lesigceme|le-sigceme|CDEM
.|.|PUNC
Lokhu|lokhu|CDEM
kwenza|ku-enz-a|V
kube|ku-b-e|V
lula|lula|ADV
ukusebenza|u-ku-sebenz-a|V
nomasipala|na-u-masipala|ADV
kanjalo|ka-unjalo|N
nokumela|no-ku-mel-a|ADV
imiphakathi|i-mi-phakathi|N
ezindabeni|ezi-n-daba-ini|REL
eziyithintayo|ezi-yi-thint-a-yo|REL
.|.|PUNC

Umsebenzi|u-mu-sebenzi|N
weKomidi|wa-i-komidi|POSS
Lesigceme|le-si-gceme|POSS
uphinde|u-phind-e|V
ufake|u-fak-e|V
phakathi|phakathi|ADV
ukwenza|u-ku-enz-a|V
nokukhulisa|na-u-ku-khul-is-a|ADV
imizamo|i-mi-zamo|N
yomphakathi|yo-m-phakathi|POSS
yokufeza|ya-uku-fez-a|POSS
imigomo|i-mi-gomo|N
kumaphrojekthi|ku-ma-phrojekthi|N
abafuna|aba-fun-a|REL
ukuwenza|u-ku-w-enz-a|V
bona|bo-na|PRO
ngokwabo|nga-kwa-bo|ADV
.|.|PUNC
Amaqembu|a-ma-qembu|N
emisebenzi|a-i-mi-sebenzi|POSS
noma|noma|CONJ
amakomidi|a-ma-komidi|N
ayahlangana|a-ya-hlangan-a|V
emphakathini|e-mu-phakathi-ini|N
ukufeza|u-ku-fez-a|V
amaphrojekthi|a-ma-phrojekthi|N
athile|a-th-ile|REL
ayohlomula|a-yo-hlomul-a|V
olwazini|olu-azi-ini|REL
oluyisisekelo|olu-y-i-si-sekelo|REL
lokuphathwa|la-u-ku-phath-w-a|POSS
kwephrojekthi|kwa-i-phrojekthi|POSS
.|.|PUNC

Amakomiti|a-ma-komiti|N
amawadi|a-ma-wadi|N
akhiwa|a-akh-iw-a|V
ngemvume|nga-i-n-vume|ADV
yekhanseli|y-ikhanseli|POSS
.|.|PUNC
Imisebenzi|i-mi-sebenzi|N
yamakomiti|ya-a-ma-komiti|POSS
amawadi|a-ma-wadi|N
yeyeme|y-iyeme|POSS
ekudluseni|e-ku-dlusa-ini|N
okungenamfihlo|oku-nge-na-mfihlo|REL
izinqumo|i-zin-qumo|N
zekhanseli|ze-khanseli|POSS
.|.|PUNC

Lokhu|lokhu|CDEM
ukuxazulula|u-ku-xazulul-a|V
inkinga|i-n-kinga|N
ngokubambisana|nga-u-ku-bamb-is-an-a|ADV
okuhlelekile|oku-hlel-ek-il-e|REL
